STUDY_ID	SAMPLE_ID	EGFR
gbm_tcga_pub2013	TCGA-28-5218-01	1127.99
gbm_tcga_pub2013	TCGA-28-5219-01	NA
gbm_tcga_pub2013	TCGA-28-5220-01	8648.89
gbm_tcga_pub2013	TCGA-28-6450-01	NA
gbm_tcga_pub2013	TCGA-32-1970-01	87764.97
gbm_tcga_pub2013	TCGA-32-1973-01	NA
gbm_tcga_pub2013	TCGA-32-1976-01	NA
gbm_tcga_pub2013	TCGA-32-1977-01	NA
gbm_tcga_pub2013	TCGA-32-1978-01	NA
gbm_tcga_pub2013	TCGA-32-1979-01	NA
gbm_tcga_pub2013	TCGA-32-1980-01	1701.99
gbm_tcga_pub2013	TCGA-32-1982-01	6276.87
gbm_tcga_pub2013	TCGA-32-1986-01	NA
gbm_tcga_pub2013	TCGA-32-1987-01	NA
gbm_tcga_pub2013	TCGA-32-1991-01	NA
gbm_tcga_pub2013	TCGA-32-2491-01	NA
gbm_tcga_pub2013	TCGA-32-2494-01	NA
gbm_tcga_pub2013	TCGA-32-2495-01	NA
gbm_tcga_pub2013	TCGA-32-2615-01	117314.23
gbm_tcga_pub2013	TCGA-32-2616-01	4950.93
gbm_tcga_pub2013	TCGA-32-2632-01	61636.63
gbm_tcga_pub2013	TCGA-32-2634-01	2523.96
gbm_tcga_pub2013	TCGA-32-2638-01	128893.53
gbm_tcga_pub2013	TCGA-32-4208-01	NA
gbm_tcga_pub2013	TCGA-32-4209-01	NA
gbm_tcga_pub2013	TCGA-32-4210-01	NA
gbm_tcga_pub2013	TCGA-32-4211-01	NA
gbm_tcga_pub2013	TCGA-32-4213-01	4683.61
gbm_tcga_pub2013	TCGA-32-4719-01	NA
gbm_tcga_pub2013	TCGA-32-5222-01	40556.25
gbm_tcga_pub2013	TCGA-41-2571-01	1368.94
gbm_tcga_pub2013	TCGA-41-2572-01	71536.99
gbm_tcga_pub2013	TCGA-41-2573-01	NA
gbm_tcga_pub2013	TCGA-41-2575-01	NA
gbm_tcga_pub2013	TCGA-41-3392-01	NA
gbm_tcga_pub2013	TCGA-41-3393-01	NA
gbm_tcga_pub2013	TCGA-41-3915-01	685
gbm_tcga_pub2013	TCGA-41-4097-01	4141.89
gbm_tcga_pub2013	TCGA-41-5651-01	2649.98
gbm_tcga_pub2013	TCGA-74-6573-01	NA
gbm_tcga_pub2013	TCGA-76-4925-01	3930.93
gbm_tcga_pub2013	TCGA-76-4926-01	14714.68
gbm_tcga_pub2013	TCGA-76-4927-01	13743.6
gbm_tcga_pub2013	TCGA-76-4928-01	736
gbm_tcga_pub2013	TCGA-76-4929-01	6255.88
gbm_tcga_pub2013	TCGA-76-4931-01	27364.31
gbm_tcga_pub2013	TCGA-76-4932-01	18209.73
gbm_tcga_pub2013	TCGA-76-4934-01	NA
gbm_tcga_pub2013	TCGA-76-4935-01	NA
gbm_tcga_pub2013	TCGA-76-6191-01	NA
gbm_tcga_pub2013	TCGA-76-6192-01	NA
gbm_tcga_pub2013	TCGA-76-6193-01	NA
gbm_tcga_pub2013	TCGA-76-6282-01	NA
gbm_tcga_pub2013	TCGA-76-6285-01	NA
gbm_tcga_pub2013	TCGA-81-5910-01	NA
gbm_tcga_pub2013	TCGA-87-5896-01	NA
gbm_tcga_pub2013	TCGA-06-0119-01	NA
gbm_tcga_pub2013	TCGA-06-0140-01	NA
gbm_tcga_pub2013	TCGA-06-0142-01	NA
gbm_tcga_pub2013	TCGA-06-0151-01	NA
gbm_tcga_pub2013	TCGA-06-0165-01	NA
gbm_tcga_pub2013	TCGA-06-0167-01	NA
gbm_tcga_pub2013	TCGA-06-0240-01	NA
gbm_tcga_pub2013	TCGA-06-1806-01	NA
gbm_tcga_pub2013	TCGA-06-6693-01	NA
gbm_tcga_pub2013	TCGA-06-6694-01	NA
gbm_tcga_pub2013	TCGA-06-6697-01	NA
gbm_tcga_pub2013	TCGA-06-6699-01	NA
gbm_tcga_pub2013	TCGA-14-0862-01	NA
gbm_tcga_pub2013	TCGA-16-1048-01	NA
gbm_tcga_pub2013	TCGA-19-5953-01	NA
gbm_tcga_pub2013	TCGA-28-2501-01	NA
gbm_tcga_pub2013	TCGA-28-2510-01	NA
gbm_tcga_pub2013	TCGA-32-2498-01	NA
gbm_tcga_pub2013	TCGA-41-6646-01	NA
gbm_tcga_pub2013	TCGA-74-6575-01	NA
gbm_tcga_pub2013	TCGA-74-6577-01	NA
gbm_tcga_pub2013	TCGA-74-6578-01	NA
gbm_tcga_pub2013	TCGA-74-6584-01	NA
gbm_tcga_pub2013	TCGA-76-6280-01	NA
gbm_tcga_pub2013	TCGA-76-6283-01	NA
gbm_tcga_pub2013	TCGA-76-6286-01	NA
gbm_tcga_pub2013	TCGA-76-6656-01	NA
gbm_tcga_pub2013	TCGA-76-6657-01	NA
gbm_tcga_pub2013	TCGA-76-6660-01	NA
gbm_tcga_pub2013	TCGA-76-6661-01	NA
gbm_tcga_pub2013	TCGA-76-6662-01	NA
gbm_tcga_pub2013	TCGA-76-6663-01	NA
gbm_tcga_pub2013	TCGA-76-6664-01	NA
gbm_tcga_pub2013	TCGA-81-5911-01	NA
