,0
1667,ETV1
1668,BATF3
1669,ZC3H12C
1670,CPNE4
1671,PXK
1672,C12orf49
1673,TBC1D19
1674,MSRB3
1675,APBA1
1676,KDM6B
1677,REXO1
1678,COL27A1
1679,MZF1
1680,BRAP
1681,MAP3K12
1682,CRISPLD1
1683,LIPA
1684,RAB3B
1685,NPTN
1686,PPP2R2B
1687,PLXNB1
1688,NFE2L1
1689,PLCE1
1690,TMBIM4
1691,SLC6A6
1692,CLMP
1693,SF3B4
1694,ARSD
1695,PPARA
1696,FOCAD
1697,MRPL3
1698,LPL
1699,ID1
1700,ADD3
1701,RSRC2
1702,INTS11
1703,E2F7
1704,TIMP3
1705,ATXN7L1
1706,SLC4A8
1707,ZNF292
1708,MIAT
1709,SNX24
1710,PCNX2
1711,TRPS1
1712,NAA15
1713,WDR43
1714,ODC1
1715,PAPD4
1716,SPAG5
1717,COASY
1718,PTPRE
1719,TUBG2
1720,MAP3K5
1721,NOTCH3
1722,AL669831.3
1723,PLP2
1724,ACTN1
1725,HLA-B
1726,PAF1
1727,DNASE1
1728,KANSL1
1729,GAP43
1730,TXNIP
1731,RARG
1732,HPCAL1
1733,CDK16
1734,CSGALNACT1
1735,SLC25A25
1736,KIF13B
1737,TOMM40
1738,CHST6
1739,ASB8
1740,PIP4K2A
1741,TMEM54
1742,TMEM132B
1743,SALL1
1744,TSN
1745,DLG5
1746,FAM35A
1747,PLXNA4
1748,SORBS2
1749,RASSF8-AS1
1750,GOLIM4
1751,FEN1
1752,TAOK3
1753,CADM2
1754,LGALS1
1755,CROT
1756,COL11A1
1757,FASN
1758,RAN
1759,PLEKHA8
1760,EDC3
1761,SPARCL1
1762,ARID4A
1763,SKA2
1764,UST
1765,HNRNPL
1766,RHOB
1767,ZNFX1
1768,OSBPL8
1769,LUZP1
1770,HPS3
1771,NCAPG2
1772,MELTF
1773,BUB1
1774,AC007000.3
1775,DAXX
1776,NKAIN3
1777,RRBP1
1778,PRAG1
1779,ZNF611
1780,LYRM4
1781,VSIG10
1782,COTL1
1783,CNTRL
1784,RAI1
1785,ZFP36L2
1786,TPX2
1787,ELMSAN1
1788,FAM126A
1789,POLR3A
1790,C1RL
1791,NEPRO
1792,CNOT3
1793,RYR3
1794,CDKN2C
1795,COL22A1
1796,ZNF37BP
1797,YIF1B
1798,ZMIZ1
1799,ZNF496
1800,DNAJB1
1801,RPGRIP1L
1802,MAD1L1
1803,UPF3A
1804,KLF12
1805,SOX2
1806,CD70
1807,CFAP44
1808,SLX4IP
1809,CHCHD6
1810,SLC22A23
1811,RUNX2
1812,PPP1R9B
1813,HDAC7
1814,UFD1
1815,ABCA1
1816,SPG7
1817,NAV2
1818,LINC00461
1819,DNHD1
1820,ANXA7
1821,GINS4
1822,EIF4EBP1
1823,TMEM161B-AS1
1824,FBXL7
1825,BIN3
1826,PCSK1N
1827,EXO1
1828,NUP210
1829,HAUS6
1830,CORO2B
1831,NFKB1
1832,FER
1833,FAM129A
1834,LRP1
1835,CDCA2
1836,NXPH1
1837,TMSB4X
1838,AC079781.5
1839,GRIK4
1840,NR1D2
1841,COBL
1842,MKNK2
1843,JUN
1844,UBLCP1
1845,DNAJC9
1846,RNH1
1847,CCND1
1848,C11orf68
1849,PLXNB2
1850,TUBA1C
1851,HRAS
1852,TNFRSF12A
1853,MAPKAPK3
1854,DLEU1
1855,PPP2R3A
1856,PHACTR2
1857,NQO1
1858,MAPT
1859,FASTK
1860,PPP1R10
1861,RAB35
1862,MPV17
1863,LAS1L
1864,ABHD3
1865,CAMK4
1866,POLA1
1867,TMEM192
1868,KCNF1
1869,HYOU1
1870,FBXO34
1871,EIF4B
1872,CCDC57
1873,SPARC
1874,NCAPG
1875,IGFBP3
1876,SLC24A2
1877,BSDC1
1878,ZCCHC10
1879,ALOX12-AS1
1880,SMPD1
1881,ARHGAP26
1882,TTYH3
1883,ETV4
1884,ZNF195
1885,BCL7A
1886,GFRA1
1887,ZBED3
1888,DNM3
1889,WDR27
1890,TFB1M
1891,PPP1R14B
1892,ATG5
1893,MTND2P28
1894,SOX6
1895,NHSL1
1896,CTXN1
1897,BCCIP
1898,NCBP1
1899,UHRF1BP1L
1900,SMARCA2
1901,ZNF704
1902,CTGF
1903,ARHGAP32
1904,NMNAT2
1905,SPATA5
1906,TBC1D32
1907,HMGB2
1908,UBP1
1909,GPRC5B
1910,GFAP
1911,ZMYND8
1912,CLIP3
1913,UNC50
1914,SERINC5
1915,CKMT2-AS1
1916,ESCO2
1917,CPT1A
1918,SYTL2
1919,ZC3H7A
1920,MAGI2
1921,ADK
1922,WASF1
1923,AHNAK
1924,LMO7
1925,ACBD6
1926,PCGF5
1927,ADSS
1928,MTA2
1929,ZPR1
1930,HMGA2
1931,AP3B2
1932,KCNQ5
1933,IRF3
1934,NDRG1
1935,DNAJC21
1936,FBXO5
1937,WDFY3
1938,GLIPR1
1939,SNHG14
1940,STIL
1941,TIMM13
1942,SMTN
1943,PAIP1
1944,PEG3
1945,LIMS1
1946,CELSR2
1947,CBX6
1948,ARL5A
1949,MAD2L2
1950,ZNF318
1951,SYNJ2
1952,TM4SF1
1953,CCT2
1954,CNN2
1955,APRT
1956,ZNF124
1957,CERS6
1958,CD74
1959,DDIT4
1960,CEBPZOS
1961,KLHL20
1962,ELOVL2
1963,LMF2
1964,ADGRV1
1965,SFXN5
1966,PITPNM2
1967,UBE2G2
1968,PRKCE
1969,UIMC1
1970,KPNA2
1971,TMEM164
1972,SLC39A11
1973,TIPARP
1974,TNK2
1975,EPHA4
1976,PLPP3
1977,EMC6
1978,SEL1L3
1979,MEGF11
1980,FZD7
1981,MRI1
1982,ELOF1
1983,PAWR
1984,NR2F1-AS1
1985,ZHX3
1986,DDX55
1987,SLC25A1
1988,GRIK2
1989,FIS1
1990,SETD7
1991,CCDC66
1992,ARPC4
1993,NINL
1994,ICK
1995,COA7
1996,CENPF
1997,EI24
1998,PLCB4
1999,ANKS6
2000,HIPK3
2001,ELK3
2002,BRAF
2003,NAXE
2004,BICD1
2005,FBRSL1
2006,DEPDC1
2007,BAALC
2008,MALAT1-1
2009,CRB1
2010,HIVEP1
2011,DCLK2
2012,UBE2H
2013,PGM2L1
2014,LMNB2
2015,POLE3
2016,PPP1R12A
2017,DNAJA3
2018,RASA3
2019,NFRKB
2020,JUNB
2021,GPSM2
2022,RPS27L
2023,ZFAS1
2024,NHS
2025,SMOC1
2026,EHBP1
2027,RCC2
2028,PHACTR4
2029,SCO1
2030,PPP6R3
2031,MBD2
2032,ATP6V0D1
2033,PCDH7
2034,TOB2
2035,DECR1
2036,ITPKB
2037,COL12A1
2038,CACHD1
2039,TAF1D
2040,CTNNA2
2041,EXOC4
2042,DCUN1D1
2043,NEK4
2044,ZBTB4
2045,ZWINT
2046,DKK3
2047,ARL4C
2048,FMN2
2049,EPS15L1
2050,TFPI2
2051,ABCB10
2052,COL4A3BP
2053,PDE4D
2054,CREB5
2055,SAPCD2
2056,LAMA5
2057,PPP2R3B
2058,FRY
2059,HOMER1
2060,UBE2D4
2061,AC234582.1
2062,LRP1B
2063,WDR1
2064,PDE9A
2065,UBE2G1
2066,IL13RA2
2067,SPC25
2068,BARD1
2069,POP7
2070,RFFL
2071,TMEM170A
2072,METTL7B
2073,CHD6
2074,DANT2
2075,CXXC1
2076,B4GALT1
2077,SRGAP3
2078,UBE2E2
2079,SHTN1
2080,PRMT1
2081,GLUD1
2082,JMJD8
2083,POLR2D
2084,AP3S1
2085,SPIDR
2086,TMEM223
2087,SLC39A10
2088,BCOR
2089,KCNN3
2090,ZNF235
2091,IL1RAP
2092,ZNF69
2093,WDR34
2094,CUEDC1
2095,EXOC6B
2096,PANK3
2097,SMC4
2098,DPH5
2099,ZC4H2
2100,AMPD2
2101,ADAMTS9
2102,TRPM3
2103,RALGAPA2
2104,TCOF1
2105,GART
2106,UBASH3B
2107,ZNF217
2108,MDC1
2109,RHBDD1
2110,PDE4DIP
2111,TMEM120B
2112,H6PD
2113,RNF41
2114,RPS6KA3
2115,SNRPF
2116,MCM3
2117,LRIG1
2118,NGLY1
2119,DDT
2120,LINC01278
2121,PATL1
2122,TMEM57
2123,COLGALT2
2124,PGRMC1
2125,MARS
2126,CYFIP2
2127,NUP50-AS1
2128,PKP4
2129,SLC5A3
2130,HMMR
2131,FAM110B
2132,EPHB1
2133,A2M
2134,CCDC50
2135,GAB1
2136,FAM3C
2137,SYBU
2138,VCAN
2139,NUP88
2140,TPP2
2141,ZBED5
2142,SGCD
2143,ARSJ
2144,SGO1
2145,TUBB4B
2146,TMEM108
2147,NOSIP
2148,GRIPAP1
2149,SPRED2
2150,MMP2
2151,TCF4
2152,IL1RAPL1
2153,ATN1
2154,CEP57
2155,SPEG
2156,DHX37
2157,MCUR1
2158,RASGRF2
2159,NUP43
2160,OSMR
2161,GPAT3
2162,TANK
2163,GABPB1-AS1
2164,STOX2
2165,PSAT1
2166,RBL1
2167,ZNF767P
2168,SLC44A5
2169,BICRAL
2170,S100A16
2171,MIS18BP1
2172,GIPC1
2173,NUCKS1
2174,PLA2G16
2175,E2F3
2176,URB1
2177,ENOX2
2178,IFITM3
2179,KCTD12
2180,NTM
2181,UQCC2
2182,P3H2
2183,C2CD2
2184,ZMYND11
2185,CEP128
2186,RYBP
2187,MATN2
2188,TMEM63A
2189,RNF19A
2190,TASP1
2191,BANF1
2192,CTSC
2193,ITGB5
2194,ECE1
2195,APPL2
2196,SLC2A3
2197,MEX3D
2198,PITX1
2199,GOLGA1
2200,ADGRB3
2201,MRPS34
2202,PPP1R12B
2203,POLD3
2204,CHPT1
2205,CDC42EP3
2206,ADGRL3
2207,SORL1
2208,ANKRD52
2209,PCCB
2210,PTEN
2211,SLC7A11
2212,KIAA0753
2213,PMP2
2214,OTUD7B
2215,ITGA4
2216,SLIT1
2217,HSPA5
2218,BFSP1
2219,LRCH1
2220,TP53BP1
2221,GAS2L3
2222,FABP7
2223,SLC7A5
2224,PDE6D
2225,KCNIP4
2226,OAF
2227,KIF16B
2228,EFR3B
2229,COL4A1
2230,LRBA
2231,COL5A2
2232,FBLN1
2233,ZCCHC24
2234,H2AFX
2235,CENPA
2236,ZNF117
2237,TYW1
2238,CCNB1
2239,RRAS2
2240,MRPS15
2241,SLF1
2242,DPP6
2243,NOC2L
2244,MCCC1
2245,USP12
2246,BTBD1
2247,TMEM8A
2248,LONRF2
2249,CPSF3
2250,HOMER2
2251,PIEZO1
2252,BABAM2
2253,FBN1
2254,EYA4
2255,ABHD17C
2256,HCFC1
2257,CBLL1
2258,ANKRD40
2259,TADA3
2260,ITPR1
2261,NDUFB11
2262,WDPCP
2263,NOTCH1
2264,KNL1
2265,SYPL1
2266,SLC38A7
2267,ATP13A2
2268,PSPH
2269,SSH1
2270,TNC
2271,ITGA10
2272,RUSC2
2273,GIT2
2274,PARP4
2275,SLC35C2
2276,IFT57
2277,SLC26A2
2278,IQCB1
2279,PCLAF
2280,SCN3A
2281,ST3GAL5
2282,CHAMP1
2283,PLK2
2284,ITPK1
2285,AMD1
2286,PKNOX2
2287,SOX9
2288,ITGAV
2289,SYNE1
2290,AC006064.4
2291,FAM161A
2292,HIVEP2
2293,TMEM132A
2294,KDSR
2295,ST3GAL3
2296,TNKS1BP1
2297,KRT10
2298,CAPG
2299,TCEA1
2300,MTATP6P1
2301,PSMD13
2302,CD44
2303,TAF6
2304,ZHX1
2305,IGF1R
2306,BRCC3
2307,GLI3
2308,BCAS3
2309,FAM212B
2310,SMARCD3
2311,MDFIC
2312,COBLL1
2313,RAVER1
2314,MYO5B
2315,PKIG
2316,WSB1
2317,MAML2
2318,MDM2
2319,TACC3
2320,BRIP1
2321,BCL7C
2322,NLGN1
2323,KIFC3
2324,ANKS1A
2325,NDUFV3
2326,GNE
2327,ZHX2
2328,TTC13
2329,CEP41
2330,SLC35F1
2331,DLEU2
2332,COQ8B
2333,TCAIM
2334,BCAR3
2335,PPM1E
2336,MEGF10
2337,LMBR1
2338,ZNF516
2339,SETD5
2340,GRIN2B
2341,MBD5
2342,S100A11
2343,GPR155
2344,CEP192
2345,INSIG1
2346,SLC9A8
2347,KCTD1
2348,MSRA
2349,RNASEH1
2350,PPM1L
2351,ZNF782
2352,CADM4
2353,ANKS1B
2354,SDK1
2355,EMC1
2356,RIC1
2357,PRSS23
2358,KATNBL1
2359,CAPS2
2360,CDIP1
2361,MTSS1L
2362,IPP
2363,PALM
2364,S1PR3
2365,XRCC1
2366,NME4
2367,NSMCE2
2368,MIR99AHG
2369,LOXL2
2370,MINK1
2371,TRAPPC9
2372,SNED1
2373,AHCYL2
2374,AVIL
2375,VAV2
2376,MED24
2377,SEMA6A
2378,KANK2
2379,LIFR
2380,ALG2
2381,PBX3
2382,CYHR1
2383,NTN1
2384,KIFAP3
2385,NR3C1
2386,PPP2R3C
2387,DENND1B
2388,FRMD6
2389,UHRF1BP1
2390,TRIM5
2391,EFL1
2392,CHD2
2393,DPYSL3
2394,DENND1A
2395,PTPRD
2396,PROS1
2397,MRPS16
2398,ANKRD44
2399,MLLT1
2400,PPP1R9A
2401,B3GAT1
2402,RTTN
2403,NXN
2404,CBR4
2405,ACAP3
2406,USP54
2407,FBXW2
2408,RAB3IP
2409,GADD45A
2410,PTPRK
2411,AMBRA1
2412,LRP11
2413,CRIP2
2414,NOL4L
2415,FGF12
2416,HLA-C
2417,NEMF
2418,SCAI
2419,FUT8
2420,LHFPL6
2421,BAIAP2-AS1
2422,DPYD
2423,KDM4C
2424,TOX3
2425,CEP152
2426,TUSC3
2427,PRKACA
2428,JAM2
2429,ALG3
2430,ADIPOR2
2431,PTPRG
2432,FAAP100
2433,CSNK2B
2434,TULP4
2435,IGF2BP2
2436,HMG20A
2437,NR2F2-AS1
2438,DGKZ
2439,PCSK6
2440,KAZN
2441,KLHL29
2442,UHRF1
2443,ZNF598
2444,ZNF407
2445,NUDT4
2446,CEP70
2447,BAZ2B
2448,LAMA4
2449,KIAA1958
2450,NEDD9
2451,NTRK2
2452,SLC4A7
2453,SLC1A4
2454,C16orf52
2455,CWC27
2456,DGCR6L
2457,TCAF1
2458,ZFP90
2459,SNCAIP
2460,LTBP3
2461,EHD4
2462,IGFBP2
2463,CRYBG1
2464,NAV1
2465,SETD1A
2466,RAMP1
2467,EGFR
2468,TTF1
2469,FLRT3
2470,GRK5
2471,ITGB8
2472,C16orf72
2473,PMP22
2474,CMBL
