,0
0,CTNNAL1
1,RICTOR
2,CENPP
3,AGO2
4,NME1
5,LINC01505
6,TPX2
7,FTH1
8,TOP2A
9,PKD1
10,BCL6
11,DPYD
12,MAP3K20
13,CRTC3
14,SCG2
15,ABCA5
16,TMEM161B-AS1
17,ARSD
18,PCBP1-AS1
19,NTRK2
20,FIGN
21,PEG10
22,TKT
23,SLC7A11
24,CA12
25,P2RX7
26,CLU
27,NETO2
28,XPR1
29,GFAP
30,AC008014.1
31,PLCB1
32,ELMOD1
33,MSRA
34,PLXNB1
35,LARP6
36,SEL1L3
37,PNRC1
38,LRP1B
39,PRKG1
40,BBS9
41,MTSS1L
42,TPM4
43,SMC2
44,PLD5
45,IMMP2L
46,MEG3
47,PLCB4
48,TANK
49,DCLK1
50,RAN
