,0
0,UST
1,PPP2R2B
2,DOCK10
3,CTNNAL1
4,LHFPL3
5,ALCAM
6,ADGRG1
7,RICTOR
8,AGO2
9,LINC01505
10,PCDH9
11,COASY
12,NCOA1
13,NCAPG
14,MATN2
15,ID3
16,CTIF
17,CTSF
18,TIPARP
19,PEG10
20,TKT
21,PDE4B
22,P2RX7
23,ATCAY
24,USP54
25,NETO2
26,KCNIP4
27,POLA2
28,GFAP
29,PLCB1
30,ELMOD1
31,ADAMTS3
32,FAM171B
33,LRP1B
34,BBS9
35,WDR4
36,PLCB4
37,PRRC2A
38,SPARCL1
