,0
0,PHLDA2
1,HERPUD1
2,NPC2
3,TERF2IP
4,POLR2A
5,TMEM161B-AS1
6,LINC01158
7,P2RX7
8,CHD2
9,JOSD1
10,FRMD6
11,UPF3A
12,NMNAT2
13,ZHX2
14,DNASE1
15,TRIB3
16,STYXL1
17,PRUNE2
