,0
0,WDHD1
1,RACGAP1
2,WDR1
3,MYOF
4,LIMS1
5,SLC7A5
6,NFE2L1
7,WARS
8,PHGDH
9,MAGI2
10,CLU
11,SPART
12,SLC24A2
13,OSBPL10
14,OPHN1
15,HIVEP3
16,ANTXR1
17,CKAP5
18,NUSAP1
19,TARS
20,DEPDC1
21,MELTF
22,BACH1
23,CAMTA1
24,ABCA2
25,GRB10
26,TKT
27,KIF14
28,VCL
29,SESN2
30,ZFAS1
31,ATAD5
32,ABCA1
33,UHRF1BP1
34,MARS
35,BRIP1
36,UBE2S
37,SREBF1
38,MKNK2
