,0
0,DLG1
1,PRUNE2
2,E2F7
3,KDM4A
4,MID1
5,DPP6
6,VEGFA
7,SACS
8,CREB5
9,TNC
10,PGM2L1
11,MIR99AHG
12,LYST
13,ZNRF3
14,ATF4
15,SLCO3A1
16,EIF2AK3
17,JUN
18,SAMD4A
19,HYOU1
20,LINC-PINT
21,HDAC5
22,MCAM
23,MIAT
24,AKAP12
25,DPYD
26,TMTC1
27,GRB10
28,SQSTM1
29,SCG2
30,OXR1
31,SESN2
32,KIF1A
33,IGF1R
34,KCNE4
35,ZNF516
36,ZBTB20
37,TXNIP
38,CNKSR3
39,EIF4EBP1
40,LHFPL2
41,MICAL3
42,MAPT
43,SLC7A11
44,BACH2
45,DLEU2
46,ATXN1
47,NEDD4L
48,IQGAP2
