,0
0,SCD
1,RPL26
2,PPP1R9A
3,MCM6
4,HSPB1
5,AGO2
6,UBASH3B
7,PCLAF
8,CPNE4
9,CAVIN1
10,SLC9A8
11,HDAC4
12,PLK2
13,AGPAT4
14,PRSS23
15,NOL4
16,NR1D2
17,NTM
18,NME1
19,CKAP5
20,NUSAP1
21,PPARA
22,WDR27
23,MELTF
24,HS3ST3A1
25,ITIH5
26,CD44
27,SDC3
28,MAN2A2
29,AL590617.2
30,UTRN
31,SARS
32,ZFAS1
33,TTYH3
34,ITFG2
35,CDH13
36,LINC00511
37,ST7L
38,PTPRM
