,0
0,NUP210
1,SQSTM1
2,UPP1
3,CEP63
4,SLC7A5
5,KDM4A
6,DCTN3
7,NFE2L1
8,WARS
9,PHGDH
10,TRIL
11,CLU
12,PRSS23
13,EIF4EBP1
14,DCBLD2
15,SLC1A5
16,MTHFD2
17,SESN2
18,SLC3A2
19,AL590617.2
20,SETBP1
21,TTYH3
22,NMNAT2
23,RBL1
24,UHRF1BP1
25,MARS
26,SLC39A14
