,0
0,ZYX
1,XPOT
2,FTH1
3,NRP2
4,PGM2L1
5,SLC3A2
6,LYST
7,ATF4
8,NEAT1
9,HYOU1
10,NFE2L1
11,GRB10
12,SLC38A1
13,SQSTM1
14,SESN2
15,JAG1
16,HSPA5
17,DDIT3
18,GARS
19,TRIB3
20,FTL
21,TXNRD1
22,WARS
23,ARL4C
