,0
0,UST
1,PPP2R2B
2,CTNNAL1
3,ADGRG1
4,PCDH9
5,NCOA1
6,CTIF
7,PEG10
8,GABBR2
9,USP54
10,NETO2
11,KCNIP4
12,XPR1
13,GFAP
14,PLCB1
15,ADAMTS3
16,THSD7A
17,BBS9
18,DNAJC13
19,PPARA
20,PPP1R14B
21,ITGA3
22,PLCB4
23,PRRC2A
24,SPARCL1
