,0
0,APBA1
1,DOCK10
2,ADGRG1
3,SCRG1
4,AGO2
5,ARL4C
6,PCDH9
7,FTH1
8,NR3C1
9,ADD3
10,DDIT3
11,ADGRB3
12,COL23A1
13,ARSD
14,NTRK2
15,PEG10
16,SLC7A11
17,P2RX7
18,CLU
19,DDIT4
20,XPR1
21,GFAP
22,AC008014.1
23,PLCB1
24,ELMOD1
25,NOL4L
26,AGPAT4
27,MAPT
28,PCYT2
29,IMMP2L
30,SATB2
31,MEG3
32,PLCB4
33,DCLK1
34,CDKN2C
35,TSPAN11
36,RAN
37,SPARCL1
