,0
0,RPL26
1,SH3BP5
2,WBP2
3,WDR44
4,CENPB
5,MALAT1
6,NBEA
7,SQSTM1
8,ZBTB21
9,LSM5
10,SLC7A5
11,G2E3
12,NFE2L1
13,HAGH
14,PLK2
15,STK40
16,SLCO4A1
17,CCT2
18,BHLHE40
19,PRSS23
20,KCNN3
21,SYVN1
22,SOD2
23,ID4
24,CTIF
25,MTHFD2
26,SESN2
27,WTAP
28,ZFAS1
29,NMNAT2
30,HECW1
31,BIRC2
32,UBE2S
33,MKNK2
