,0
0,CHL1
1,WDR1
2,SLC7A5
3,OLFML2A
4,NFE2L1
5,WARS
6,CAPG
7,PHGDH
8,PXN
9,FGFRL1
10,BHLHE40
11,RCC2
12,DEPDC1
13,RAPH1
14,KIF14
15,SESN2
16,CDH13
17,RBL1
18,MARS
19,MKNK2
