,0
0,CHL1
1,PEG10
2,LINC00174
3,MAML3
4,MYOF
5,PDE4D
6,UPP1
7,TIPARP
8,SLC7A5
9,YIF1B
10,TRIL
11,COL1A2
12,LHFPL2
13,TNC
14,SLCO4A1
15,NEAT1
16,SESN2
17,SLC3A2
18,MAPK1
19,NMNAT2
20,EHBP1
21,UHRF1BP1
22,KIAA0586
23,REXO2
