,0
0,CHL1
1,WASHC5
2,MAGI2
3,BTG2
4,PPP6R1
5,MSH6
6,ARMCX4
7,SLC1A4
8,LINC00894
9,IKBIP
10,ESPL1
11,HMG20A
12,TGFB1
13,AURKA
14,EHBP1
15,FAM3C
16,GRIK2
