,0
0,RNF44
1,WBP2
2,COTL1
3,TNS3
4,KANSL1
5,KDM4A
6,TRPS1
7,EDIL3
8,CDKL5
9,SLC1A4
10,COL22A1
11,BCL2L1
12,C10orf76
13,AGPAT4
14,MDFIC
15,ZHX1
16,PCCA
17,DUSP6
18,SBDS
19,CSPG4
20,ARL4C
21,MAP1A
22,SEL1L3
23,NEAT1
24,FAM69A
25,MTSS1L
26,LGALS3BP
27,TKT
28,ATP8B2
29,PHF21B
30,CRISPLD1
31,SERPINE2
32,EHBP1
33,KIAA0586
34,C20orf194
