,0
0,LMCD1-AS1
1,COTL1
2,BCL7A
3,TIPARP
4,CPNE4
5,CDK19
6,JAM2
7,SLC1A4
8,CHRM3
9,PRICKLE2
10,OSBPL10
11,LDHA
12,LINC-PINT
13,SAT1
14,ITGA2
15,HS3ST3A1
16,NEAT1
17,NRCAM
18,SATB2
