,0
0,CTSC
1,ADGRB1
2,FAM129B
3,ST6GAL1
4,CHST2
5,PPP6R3
6,RRM2
7,TPX2
8,MPLKIP
9,ITGA6
10,GNL1
11,TXNIP
12,CHCHD10
13,ANKS1A
14,SPARC
15,SARS
16,ATAD5
17,RPS16
