,0
0,UST
1,TCOF1
2,SHCBP1
3,ITGA7
4,NCOA1
5,PDE4D
6,CLIP3
7,LRP8
8,PEG10
9,PDE7B
10,ZNF521
11,TGFB2
12,TARS
13,ANXA1
