,0
0,RICTOR
1,ARL4C
2,NDUFA8
3,SARS
4,NCOA1
5,ZNF598
6,AHNAK
7,SLC1A3
8,ID3
9,FRMD5
10,LINC01158
11,TKT
12,ZC4H2
13,ZNF407
14,CAMK2N1
15,ADAMTS3
16,PDGFRA
17,MKL1
18,PHGDH
19,ADAM19
20,PRUNE2
21,MARS
