,0
0,HIVEP2
1,UBASH3B
2,SQSTM1
3,WDR1
4,SLC7A5
5,NFE2L1
6,HMGA2
7,PHGDH
8,PXN
9,HAGH
10,P3H2
11,BRAP
12,NME3
13,PRSS23
14,EMC3
15,GTSE1
16,NUSAP1
17,SYVN1
18,DIAPH1
19,DEPDC1
20,KIF14
21,SESN2
22,RBL1
23,MARS
