RT_well_position,RT_barcode,hash_well,RT_condition
C01,RT_BC_121,03F01,BT112GF
C01,RT_BC_121,03F02,BT112GF
C01,RT_BC_121,03F03,BT112GF
C01,RT_BC_121,03F04,BT112GF
C01,RT_BC_121,03F05,BT112GF
C01,RT_BC_121,03F06,BT112GF
C01,RT_BC_121,03F07,BT112GF
C01,RT_BC_121,03F08,BT112GF
C01,RT_BC_121,03F09,BT112GF
C01,RT_BC_121,03F10,BT112GF
C01,RT_BC_121,03F11,BT112GF
C01,RT_BC_121,03F12,BT112GF
C01,RT_BC_121,03G01,BT112GF
C01,RT_BC_121,03G02,BT112GF
C01,RT_BC_121,03G03,BT112GF
C01,RT_BC_121,03G04,BT112GF
C01,RT_BC_121,03G05,BT112GF
C01,RT_BC_121,03G06,BT112GF
C01,RT_BC_121,03G07,BT112GF
C01,RT_BC_121,03G08,BT112GF
C01,RT_BC_121,03G09,BT112GF
C01,RT_BC_121,03G10,BT112GF
C01,RT_BC_121,03G11,BT112GF
C01,RT_BC_121,03G12,BT112GF
C01,RT_BC_121,03H01,BT112GF
C01,RT_BC_121,03H02,BT112GF
C01,RT_BC_121,03H03,BT112GF
C01,RT_BC_121,03H04,BT112GF
C01,RT_BC_121,03H05,BT112GF
C01,RT_BC_121,03H06,BT112GF
C01,RT_BC_121,03H07,BT112GF
C01,RT_BC_121,03H08,BT112GF
C01,RT_BC_121,03H09,BT112GF
C01,RT_BC_121,03H10,BT112GF
C01,RT_BC_121,03H11,BT112GF
C01,RT_BC_121,03H12,BT112GF
C02,RT_BC_122,01A01,BT112GF
C02,RT_BC_122,01A02,BT112GF
C02,RT_BC_122,01A03,BT112GF
C02,RT_BC_122,01A04,BT112GF
C02,RT_BC_122,01A05,BT112GF
C02,RT_BC_122,01A06,BT112GF
C02,RT_BC_122,01A07,BT112GF
C02,RT_BC_122,01A08,BT112GF
C02,RT_BC_122,01A09,BT112GF
C02,RT_BC_122,01A10,BT112GF
C02,RT_BC_122,01A11,BT112GF
C02,RT_BC_122,01A12,BT112GF
C02,RT_BC_122,01B01,BT112GF
C02,RT_BC_122,01B02,BT112GF
C02,RT_BC_122,01B03,BT112GF
C02,RT_BC_122,01B04,BT112GF
C02,RT_BC_122,01B05,BT112GF
C02,RT_BC_122,01B06,BT112GF
C02,RT_BC_122,01B07,BT112GF
C02,RT_BC_122,01B08,BT112GF
C02,RT_BC_122,01B09,BT112GF
C02,RT_BC_122,01B10,BT112GF
C02,RT_BC_122,01B11,BT112GF
C02,RT_BC_122,01B12,BT112GF
C02,RT_BC_122,01C01,BT112GF
C02,RT_BC_122,01C02,BT112GF
C02,RT_BC_122,01C03,BT112GF
C02,RT_BC_122,01C04,BT112GF
C02,RT_BC_122,01C05,BT112GF
C02,RT_BC_122,01C06,BT112GF
C02,RT_BC_122,01C07,BT112GF
C02,RT_BC_122,01C08,BT112GF
C02,RT_BC_122,01C09,BT112GF
C02,RT_BC_122,01C10,BT112GF
C02,RT_BC_122,01C11,BT112GF
C02,RT_BC_122,01C12,BT112GF
C02,RT_BC_122,01D01,BT112GF
C02,RT_BC_122,01D02,BT112GF
C02,RT_BC_122,01D03,BT112GF
C02,RT_BC_122,01D04,BT112GF
C02,RT_BC_122,01D05,BT112GF
C02,RT_BC_122,01D06,BT112GF
C02,RT_BC_122,01D07,BT112GF
C02,RT_BC_122,01D08,BT112GF
C02,RT_BC_122,01D09,BT112GF
C02,RT_BC_122,01D10,BT112GF
C02,RT_BC_122,01D11,BT112GF
C02,RT_BC_122,01D12,BT112GF
C02,RT_BC_122,01E01,BT112GF
C02,RT_BC_122,01E02,BT112GF
C02,RT_BC_122,01E03,BT112GF
C02,RT_BC_122,01E04,BT112GF
C02,RT_BC_122,01E05,BT112GF
C02,RT_BC_122,01E06,BT112GF
C02,RT_BC_122,01E07,BT112GF
C02,RT_BC_122,01E08,BT112GF
C02,RT_BC_122,01E09,BT112GF
C02,RT_BC_122,01E10,BT112GF
C02,RT_BC_122,01E11,BT112GF
C02,RT_BC_122,01E12,BT112GF
C02,RT_BC_122,01F01,BT112GF
C02,RT_BC_122,01F02,BT112GF
C02,RT_BC_122,01F03,BT112GF
C02,RT_BC_122,01F04,BT112GF
C02,RT_BC_122,01F05,BT112GF
C02,RT_BC_122,01F06,BT112GF
C02,RT_BC_122,01F07,BT112GF
C02,RT_BC_122,01F08,BT112GF
C02,RT_BC_122,01F09,BT112GF
C02,RT_BC_122,01F10,BT112GF
C02,RT_BC_122,01F11,BT112GF
C02,RT_BC_122,01F12,BT112GF
C02,RT_BC_122,01G01,BT112GF
C02,RT_BC_122,01G02,BT112GF
C02,RT_BC_122,01G03,BT112GF
C02,RT_BC_122,01G04,BT112GF
C02,RT_BC_122,01G05,BT112GF
C02,RT_BC_122,01G06,BT112GF
C02,RT_BC_122,01G07,BT112GF
C02,RT_BC_122,01G08,BT112GF
C02,RT_BC_122,01G09,BT112GF
C02,RT_BC_122,01G10,BT112GF
C02,RT_BC_122,01G11,BT112GF
C02,RT_BC_122,01G12,BT112GF
C02,RT_BC_122,01H01,BT112GF
C02,RT_BC_122,01H02,BT112GF
C02,RT_BC_122,01H03,BT112GF
C02,RT_BC_122,01H04,BT112GF
C02,RT_BC_122,01H05,BT112GF
C02,RT_BC_122,01H06,BT112GF
C02,RT_BC_122,01H07,BT112GF
C02,RT_BC_122,01H08,BT112GF
C02,RT_BC_122,01H09,BT112GF
C02,RT_BC_122,01H10,BT112GF
C02,RT_BC_122,01H11,BT112GF
C02,RT_BC_122,01H12,BT112GF
C02,RT_BC_122,02A01,BT112GF
C02,RT_BC_122,02A02,BT112GF
C02,RT_BC_122,02A03,BT112GF
C02,RT_BC_122,02A04,BT112GF
C02,RT_BC_122,02A05,BT112GF
C02,RT_BC_122,02A06,BT112GF
C02,RT_BC_122,02A07,BT112GF
C02,RT_BC_122,02A08,BT112GF
C02,RT_BC_122,02A09,BT112GF
C02,RT_BC_122,02A10,BT112GF
C02,RT_BC_122,02A11,BT112GF
C02,RT_BC_122,02A12,BT112GF
C02,RT_BC_122,02B01,BT112GF
C02,RT_BC_122,02B02,BT112GF
C02,RT_BC_122,02B03,BT112GF
C02,RT_BC_122,02B04,BT112GF
C02,RT_BC_122,02B05,BT112GF
C02,RT_BC_122,02B06,BT112GF
C02,RT_BC_122,02B07,BT112GF
C02,RT_BC_122,02B08,BT112GF
C02,RT_BC_122,02B09,BT112GF
C02,RT_BC_122,02B10,BT112GF
C02,RT_BC_122,02B11,BT112GF
C02,RT_BC_122,02B12,BT112GF
C02,RT_BC_122,02C01,BT112GF
C02,RT_BC_122,02C02,BT112GF
C02,RT_BC_122,02C03,BT112GF
C02,RT_BC_122,02C04,BT112GF
C02,RT_BC_122,02C05,BT112GF
C02,RT_BC_122,02C06,BT112GF
C02,RT_BC_122,02C07,BT112GF
C02,RT_BC_122,02C08,BT112GF
C02,RT_BC_122,02C09,BT112GF
C02,RT_BC_122,02C10,BT112GF
C02,RT_BC_122,02C11,BT112GF
C02,RT_BC_122,02C12,BT112GF
C02,RT_BC_122,02D01,BT112GF
C02,RT_BC_122,02D02,BT112GF
C02,RT_BC_122,02D03,BT112GF
C02,RT_BC_122,02D04,BT112GF
C02,RT_BC_122,02D05,BT112GF
C02,RT_BC_122,02D06,BT112GF
C02,RT_BC_122,02D07,BT112GF
C02,RT_BC_122,02D08,BT112GF
C02,RT_BC_122,02D09,BT112GF
C02,RT_BC_122,02D10,BT112GF
C02,RT_BC_122,02D11,BT112GF
C02,RT_BC_122,02D12,BT112GF
C02,RT_BC_122,02E01,BT112GF
C02,RT_BC_122,02E02,BT112GF
C02,RT_BC_122,02E03,BT112GF
C02,RT_BC_122,02E04,BT112GF
C02,RT_BC_122,02E05,BT112GF
C02,RT_BC_122,02E06,BT112GF
C02,RT_BC_122,02E07,BT112GF
C02,RT_BC_122,02E08,BT112GF
C02,RT_BC_122,02E09,BT112GF
C02,RT_BC_122,02E10,BT112GF
C02,RT_BC_122,02E11,BT112GF
C02,RT_BC_122,02E12,BT112GF
C02,RT_BC_122,02F01,BT112GF
C02,RT_BC_122,02F02,BT112GF
C02,RT_BC_122,02F03,BT112GF
C02,RT_BC_122,02F04,BT112GF
C02,RT_BC_122,02F05,BT112GF
C02,RT_BC_122,02F06,BT112GF
C02,RT_BC_122,02F07,BT112GF
C02,RT_BC_122,02F08,BT112GF
C02,RT_BC_122,02F09,BT112GF
C02,RT_BC_122,02F10,BT112GF
C02,RT_BC_122,02F11,BT112GF
C02,RT_BC_122,02F12,BT112GF
C02,RT_BC_122,02G01,BT112GF
C02,RT_BC_122,02G02,BT112GF
C02,RT_BC_122,02G03,BT112GF
C02,RT_BC_122,02G04,BT112GF
C02,RT_BC_122,02G05,BT112GF
C02,RT_BC_122,02G06,BT112GF
C02,RT_BC_122,02G07,BT112GF
C02,RT_BC_122,02G08,BT112GF
C02,RT_BC_122,02G09,BT112GF
C02,RT_BC_122,02G10,BT112GF
C02,RT_BC_122,02G11,BT112GF
C02,RT_BC_122,02G12,BT112GF
C02,RT_BC_122,02H01,BT112GF
C02,RT_BC_122,02H02,BT112GF
C02,RT_BC_122,02H03,BT112GF
C02,RT_BC_122,02H04,BT112GF
C02,RT_BC_122,02H05,BT112GF
C02,RT_BC_122,02H06,BT112GF
C02,RT_BC_122,02H07,BT112GF
C02,RT_BC_122,02H08,BT112GF
C02,RT_BC_122,02H09,BT112GF
C02,RT_BC_122,02H10,BT112GF
C02,RT_BC_122,02H11,BT112GF
C02,RT_BC_122,02H12,BT112GF
C02,RT_BC_122,03A01,BT112GF
C02,RT_BC_122,03A02,BT112GF
C02,RT_BC_122,03A03,BT112GF
C02,RT_BC_122,03A04,BT112GF
C02,RT_BC_122,03A05,BT112GF
C02,RT_BC_122,03A06,BT112GF
C02,RT_BC_122,03A07,BT112GF
C02,RT_BC_122,03A08,BT112GF
C02,RT_BC_122,03A09,BT112GF
C02,RT_BC_122,03A10,BT112GF
C02,RT_BC_122,03A11,BT112GF
C02,RT_BC_122,03A12,BT112GF
C02,RT_BC_122,03B01,BT112GF
C02,RT_BC_122,03B02,BT112GF
C02,RT_BC_122,03B03,BT112GF
C02,RT_BC_122,03B04,BT112GF
C02,RT_BC_122,03B05,BT112GF
C02,RT_BC_122,03B06,BT112GF
C02,RT_BC_122,03B07,BT112GF
C02,RT_BC_122,03B08,BT112GF
C02,RT_BC_122,03B09,BT112GF
C02,RT_BC_122,03B10,BT112GF
C02,RT_BC_122,03B11,BT112GF
C02,RT_BC_122,03B12,BT112GF
C02,RT_BC_122,03C01,BT112GF
C02,RT_BC_122,03C02,BT112GF
C02,RT_BC_122,03C03,BT112GF
C02,RT_BC_122,03C04,BT112GF
C02,RT_BC_122,03C05,BT112GF
C02,RT_BC_122,03C06,BT112GF
C02,RT_BC_122,03C07,BT112GF
C02,RT_BC_122,03C08,BT112GF
C02,RT_BC_122,03C09,BT112GF
C02,RT_BC_122,03C10,BT112GF
C02,RT_BC_122,03C11,BT112GF
C02,RT_BC_122,03C12,BT112GF
C02,RT_BC_122,03D01,BT112GF
C02,RT_BC_122,03D02,BT112GF
C02,RT_BC_122,03D03,BT112GF
C02,RT_BC_122,03D04,BT112GF
C02,RT_BC_122,03D05,BT112GF
C02,RT_BC_122,03D06,BT112GF
C02,RT_BC_122,03D07,BT112GF
C02,RT_BC_122,03D08,BT112GF
C02,RT_BC_122,03D09,BT112GF
C02,RT_BC_122,03D10,BT112GF
C02,RT_BC_122,03D11,BT112GF
C02,RT_BC_122,03D12,BT112GF
C02,RT_BC_122,03E01,BT112GF
C02,RT_BC_122,03E02,BT112GF
C02,RT_BC_122,03E03,BT112GF
C02,RT_BC_122,03E04,BT112GF
C02,RT_BC_122,03E05,BT112GF
C02,RT_BC_122,03E06,BT112GF
C02,RT_BC_122,03E07,BT112GF
C02,RT_BC_122,03E08,BT112GF
C02,RT_BC_122,03E09,BT112GF
C02,RT_BC_122,03E10,BT112GF
C02,RT_BC_122,03E11,BT112GF
C02,RT_BC_122,03E12,BT112GF
C02,RT_BC_122,03F01,BT112GF
C02,RT_BC_122,03F02,BT112GF
C02,RT_BC_122,03F03,BT112GF
C02,RT_BC_122,03F04,BT112GF
C02,RT_BC_122,03F05,BT112GF
C02,RT_BC_122,03F06,BT112GF
C02,RT_BC_122,03F07,BT112GF
C02,RT_BC_122,03F08,BT112GF
C02,RT_BC_122,03F09,BT112GF
C02,RT_BC_122,03F10,BT112GF
C02,RT_BC_122,03F11,BT112GF
C02,RT_BC_122,03F12,BT112GF
C02,RT_BC_122,03G01,BT112GF
C02,RT_BC_122,03G02,BT112GF
C02,RT_BC_122,03G03,BT112GF
C02,RT_BC_122,03G04,BT112GF
C02,RT_BC_122,03G05,BT112GF
C02,RT_BC_122,03G06,BT112GF
C02,RT_BC_122,03G07,BT112GF
C02,RT_BC_122,03G08,BT112GF
C02,RT_BC_122,03G09,BT112GF
C02,RT_BC_122,03G10,BT112GF
C02,RT_BC_122,03G11,BT112GF
C02,RT_BC_122,03G12,BT112GF
C02,RT_BC_122,03H01,BT112GF
C02,RT_BC_122,03H02,BT112GF
C02,RT_BC_122,03H03,BT112GF
C02,RT_BC_122,03H04,BT112GF
C02,RT_BC_122,03H05,BT112GF
C02,RT_BC_122,03H06,BT112GF
C02,RT_BC_122,03H07,BT112GF
C02,RT_BC_122,03H08,BT112GF
C02,RT_BC_122,03H09,BT112GF
C02,RT_BC_122,03H10,BT112GF
C02,RT_BC_122,03H11,BT112GF
C02,RT_BC_122,03H12,BT112GF
C03,RT_BC_123,01A01,BT112GF
C03,RT_BC_123,01A02,BT112GF
C03,RT_BC_123,01A03,BT112GF
C03,RT_BC_123,01A04,BT112GF
C03,RT_BC_123,01A05,BT112GF
C03,RT_BC_123,01A06,BT112GF
C03,RT_BC_123,01A07,BT112GF
C03,RT_BC_123,01A08,BT112GF
C03,RT_BC_123,01A09,BT112GF
C03,RT_BC_123,01A10,BT112GF
C03,RT_BC_123,01A11,BT112GF
C03,RT_BC_123,01A12,BT112GF
C03,RT_BC_123,01B01,BT112GF
C03,RT_BC_123,01B02,BT112GF
C03,RT_BC_123,01B03,BT112GF
C03,RT_BC_123,01B04,BT112GF
C03,RT_BC_123,01B05,BT112GF
C03,RT_BC_123,01B06,BT112GF
C03,RT_BC_123,01B07,BT112GF
C03,RT_BC_123,01B08,BT112GF
C03,RT_BC_123,01B09,BT112GF
C03,RT_BC_123,01B10,BT112GF
C03,RT_BC_123,01B11,BT112GF
C03,RT_BC_123,01B12,BT112GF
C03,RT_BC_123,01C01,BT112GF
C03,RT_BC_123,01C02,BT112GF
C03,RT_BC_123,01C03,BT112GF
C03,RT_BC_123,01C04,BT112GF
C03,RT_BC_123,01C05,BT112GF
C03,RT_BC_123,01C06,BT112GF
C03,RT_BC_123,01C07,BT112GF
C03,RT_BC_123,01C08,BT112GF
C03,RT_BC_123,01C09,BT112GF
C03,RT_BC_123,01C10,BT112GF
C03,RT_BC_123,01C11,BT112GF
C03,RT_BC_123,01C12,BT112GF
C03,RT_BC_123,01D01,BT112GF
C03,RT_BC_123,01D02,BT112GF
C03,RT_BC_123,01D03,BT112GF
C03,RT_BC_123,01D04,BT112GF
C03,RT_BC_123,01D05,BT112GF
C03,RT_BC_123,01D06,BT112GF
C03,RT_BC_123,01D07,BT112GF
C03,RT_BC_123,01D08,BT112GF
C03,RT_BC_123,01D09,BT112GF
C03,RT_BC_123,01D10,BT112GF
C03,RT_BC_123,01D11,BT112GF
C03,RT_BC_123,01D12,BT112GF
C03,RT_BC_123,01E01,BT112GF
C03,RT_BC_123,01E02,BT112GF
C03,RT_BC_123,01E03,BT112GF
C03,RT_BC_123,01E04,BT112GF
C03,RT_BC_123,01E05,BT112GF
C03,RT_BC_123,01E06,BT112GF
C03,RT_BC_123,01E07,BT112GF
C03,RT_BC_123,01E08,BT112GF
C03,RT_BC_123,01E09,BT112GF
C03,RT_BC_123,01E10,BT112GF
C03,RT_BC_123,01E11,BT112GF
C03,RT_BC_123,01E12,BT112GF
C03,RT_BC_123,01F01,BT112GF
C03,RT_BC_123,01F02,BT112GF
C03,RT_BC_123,01F03,BT112GF
C03,RT_BC_123,01F04,BT112GF
C03,RT_BC_123,01F05,BT112GF
C03,RT_BC_123,01F06,BT112GF
C03,RT_BC_123,01F07,BT112GF
C03,RT_BC_123,01F08,BT112GF
C03,RT_BC_123,01F09,BT112GF
C03,RT_BC_123,01F10,BT112GF
C03,RT_BC_123,01F11,BT112GF
C03,RT_BC_123,01F12,BT112GF
C03,RT_BC_123,01G01,BT112GF
C03,RT_BC_123,01G02,BT112GF
C03,RT_BC_123,01G03,BT112GF
C03,RT_BC_123,01G04,BT112GF
C03,RT_BC_123,01G05,BT112GF
C03,RT_BC_123,01G06,BT112GF
C03,RT_BC_123,01G07,BT112GF
C03,RT_BC_123,01G08,BT112GF
C03,RT_BC_123,01G09,BT112GF
C03,RT_BC_123,01G10,BT112GF
C03,RT_BC_123,01G11,BT112GF
C03,RT_BC_123,01G12,BT112GF
C03,RT_BC_123,01H01,BT112GF
C03,RT_BC_123,01H02,BT112GF
C03,RT_BC_123,01H03,BT112GF
C03,RT_BC_123,01H04,BT112GF
C03,RT_BC_123,01H05,BT112GF
C03,RT_BC_123,01H06,BT112GF
C03,RT_BC_123,01H07,BT112GF
C03,RT_BC_123,01H08,BT112GF
C03,RT_BC_123,01H09,BT112GF
C03,RT_BC_123,01H10,BT112GF
C03,RT_BC_123,01H11,BT112GF
C03,RT_BC_123,01H12,BT112GF
C03,RT_BC_123,02A01,BT112GF
C03,RT_BC_123,02A02,BT112GF
C03,RT_BC_123,02A03,BT112GF
C03,RT_BC_123,02A04,BT112GF
C03,RT_BC_123,02A05,BT112GF
C03,RT_BC_123,02A06,BT112GF
C03,RT_BC_123,02A07,BT112GF
C03,RT_BC_123,02A08,BT112GF
C03,RT_BC_123,02A09,BT112GF
C03,RT_BC_123,02A10,BT112GF
C03,RT_BC_123,02A11,BT112GF
C03,RT_BC_123,02A12,BT112GF
C03,RT_BC_123,02B01,BT112GF
C03,RT_BC_123,02B02,BT112GF
C03,RT_BC_123,02B03,BT112GF
C03,RT_BC_123,02B04,BT112GF
C03,RT_BC_123,02B05,BT112GF
C03,RT_BC_123,02B06,BT112GF
C03,RT_BC_123,02B07,BT112GF
C03,RT_BC_123,02B08,BT112GF
C03,RT_BC_123,02B09,BT112GF
C03,RT_BC_123,02B10,BT112GF
C03,RT_BC_123,02B11,BT112GF
C03,RT_BC_123,02B12,BT112GF
C03,RT_BC_123,02C01,BT112GF
C03,RT_BC_123,02C02,BT112GF
C03,RT_BC_123,02C03,BT112GF
C03,RT_BC_123,02C04,BT112GF
C03,RT_BC_123,02C05,BT112GF
C03,RT_BC_123,02C06,BT112GF
C03,RT_BC_123,02C07,BT112GF
C03,RT_BC_123,02C08,BT112GF
C03,RT_BC_123,02C09,BT112GF
C03,RT_BC_123,02C10,BT112GF
C03,RT_BC_123,02C11,BT112GF
C03,RT_BC_123,02C12,BT112GF
C03,RT_BC_123,02D01,BT112GF
C03,RT_BC_123,02D02,BT112GF
C03,RT_BC_123,02D03,BT112GF
C03,RT_BC_123,02D04,BT112GF
C03,RT_BC_123,02D05,BT112GF
C03,RT_BC_123,02D06,BT112GF
C03,RT_BC_123,02D07,BT112GF
C03,RT_BC_123,02D08,BT112GF
C03,RT_BC_123,02D09,BT112GF
C03,RT_BC_123,02D10,BT112GF
C03,RT_BC_123,02D11,BT112GF
C03,RT_BC_123,02D12,BT112GF
C03,RT_BC_123,02E01,BT112GF
C03,RT_BC_123,02E02,BT112GF
C03,RT_BC_123,02E03,BT112GF
C03,RT_BC_123,02E04,BT112GF
C03,RT_BC_123,02E05,BT112GF
C03,RT_BC_123,02E06,BT112GF
C03,RT_BC_123,02E07,BT112GF
C03,RT_BC_123,02E08,BT112GF
C03,RT_BC_123,02E09,BT112GF
C03,RT_BC_123,02E10,BT112GF
C03,RT_BC_123,02E11,BT112GF
C03,RT_BC_123,02E12,BT112GF
C03,RT_BC_123,02F01,BT112GF
C03,RT_BC_123,02F02,BT112GF
C03,RT_BC_123,02F03,BT112GF
C03,RT_BC_123,02F04,BT112GF
C03,RT_BC_123,02F05,BT112GF
C03,RT_BC_123,02F06,BT112GF
C03,RT_BC_123,02F07,BT112GF
C03,RT_BC_123,02F08,BT112GF
C03,RT_BC_123,02F09,BT112GF
C03,RT_BC_123,02F10,BT112GF
C03,RT_BC_123,02F11,BT112GF
C03,RT_BC_123,02F12,BT112GF
C03,RT_BC_123,02G01,BT112GF
C03,RT_BC_123,02G02,BT112GF
C03,RT_BC_123,02G03,BT112GF
C03,RT_BC_123,02G04,BT112GF
C03,RT_BC_123,02G05,BT112GF
C03,RT_BC_123,02G06,BT112GF
C03,RT_BC_123,02G07,BT112GF
C03,RT_BC_123,02G08,BT112GF
C03,RT_BC_123,02G09,BT112GF
C03,RT_BC_123,02G10,BT112GF
C03,RT_BC_123,02G11,BT112GF
C03,RT_BC_123,02G12,BT112GF
C03,RT_BC_123,02H01,BT112GF
C03,RT_BC_123,02H02,BT112GF
C03,RT_BC_123,02H03,BT112GF
C03,RT_BC_123,02H04,BT112GF
C03,RT_BC_123,02H05,BT112GF
C03,RT_BC_123,02H06,BT112GF
C03,RT_BC_123,02H07,BT112GF
C03,RT_BC_123,02H08,BT112GF
C03,RT_BC_123,02H09,BT112GF
C03,RT_BC_123,02H10,BT112GF
C03,RT_BC_123,02H11,BT112GF
C03,RT_BC_123,02H12,BT112GF
C03,RT_BC_123,03A01,BT112GF
C03,RT_BC_123,03A02,BT112GF
C03,RT_BC_123,03A03,BT112GF
C03,RT_BC_123,03A04,BT112GF
C03,RT_BC_123,03A05,BT112GF
C03,RT_BC_123,03A06,BT112GF
C03,RT_BC_123,03A07,BT112GF
C03,RT_BC_123,03A08,BT112GF
C03,RT_BC_123,03A09,BT112GF
C03,RT_BC_123,03A10,BT112GF
C03,RT_BC_123,03A11,BT112GF
C03,RT_BC_123,03A12,BT112GF
C03,RT_BC_123,03B01,BT112GF
C03,RT_BC_123,03B02,BT112GF
C03,RT_BC_123,03B03,BT112GF
C03,RT_BC_123,03B04,BT112GF
C03,RT_BC_123,03B05,BT112GF
C03,RT_BC_123,03B06,BT112GF
C03,RT_BC_123,03B07,BT112GF
C03,RT_BC_123,03B08,BT112GF
C03,RT_BC_123,03B09,BT112GF
C03,RT_BC_123,03B10,BT112GF
C03,RT_BC_123,03B11,BT112GF
C03,RT_BC_123,03B12,BT112GF
C03,RT_BC_123,03C01,BT112GF
C03,RT_BC_123,03C02,BT112GF
C03,RT_BC_123,03C03,BT112GF
C03,RT_BC_123,03C04,BT112GF
C03,RT_BC_123,03C05,BT112GF
C03,RT_BC_123,03C06,BT112GF
C03,RT_BC_123,03C07,BT112GF
C03,RT_BC_123,03C08,BT112GF
C03,RT_BC_123,03C09,BT112GF
C03,RT_BC_123,03C10,BT112GF
C03,RT_BC_123,03C11,BT112GF
C03,RT_BC_123,03C12,BT112GF
C03,RT_BC_123,03D01,BT112GF
C03,RT_BC_123,03D02,BT112GF
C03,RT_BC_123,03D03,BT112GF
C03,RT_BC_123,03D04,BT112GF
C03,RT_BC_123,03D05,BT112GF
C03,RT_BC_123,03D06,BT112GF
C03,RT_BC_123,03D07,BT112GF
C03,RT_BC_123,03D08,BT112GF
C03,RT_BC_123,03D09,BT112GF
C03,RT_BC_123,03D10,BT112GF
C03,RT_BC_123,03D11,BT112GF
C03,RT_BC_123,03D12,BT112GF
C03,RT_BC_123,03E01,BT112GF
C03,RT_BC_123,03E02,BT112GF
C03,RT_BC_123,03E03,BT112GF
C03,RT_BC_123,03E04,BT112GF
C03,RT_BC_123,03E05,BT112GF
C03,RT_BC_123,03E06,BT112GF
C03,RT_BC_123,03E07,BT112GF
C03,RT_BC_123,03E08,BT112GF
C03,RT_BC_123,03E09,BT112GF
C03,RT_BC_123,03E10,BT112GF
C03,RT_BC_123,03E11,BT112GF
C03,RT_BC_123,03E12,BT112GF
C03,RT_BC_123,03F01,BT112GF
C03,RT_BC_123,03F02,BT112GF
C03,RT_BC_123,03F03,BT112GF
C03,RT_BC_123,03F04,BT112GF
C03,RT_BC_123,03F05,BT112GF
C03,RT_BC_123,03F06,BT112GF
C03,RT_BC_123,03F07,BT112GF
C03,RT_BC_123,03F08,BT112GF
C03,RT_BC_123,03F09,BT112GF
C03,RT_BC_123,03F10,BT112GF
C03,RT_BC_123,03F11,BT112GF
C03,RT_BC_123,03F12,BT112GF
C03,RT_BC_123,03G01,BT112GF
C03,RT_BC_123,03G02,BT112GF
C03,RT_BC_123,03G03,BT112GF
C03,RT_BC_123,03G04,BT112GF
C03,RT_BC_123,03G05,BT112GF
C03,RT_BC_123,03G06,BT112GF
C03,RT_BC_123,03G07,BT112GF
C03,RT_BC_123,03G08,BT112GF
C03,RT_BC_123,03G09,BT112GF
C03,RT_BC_123,03G10,BT112GF
C03,RT_BC_123,03G11,BT112GF
C03,RT_BC_123,03G12,BT112GF
C03,RT_BC_123,03H01,BT112GF
C03,RT_BC_123,03H02,BT112GF
C03,RT_BC_123,03H03,BT112GF
C03,RT_BC_123,03H04,BT112GF
C03,RT_BC_123,03H05,BT112GF
C03,RT_BC_123,03H06,BT112GF
C03,RT_BC_123,03H07,BT112GF
C03,RT_BC_123,03H08,BT112GF
C03,RT_BC_123,03H09,BT112GF
C03,RT_BC_123,03H10,BT112GF
C03,RT_BC_123,03H11,BT112GF
C03,RT_BC_123,03H12,BT112GF
C04,RT_BC_124,01A01,BT112GF
C04,RT_BC_124,01A02,BT112GF
C04,RT_BC_124,01A03,BT112GF
C04,RT_BC_124,01A04,BT112GF
C04,RT_BC_124,01A05,BT112GF
C04,RT_BC_124,01A06,BT112GF
C04,RT_BC_124,01A07,BT112GF
C04,RT_BC_124,01A08,BT112GF
C04,RT_BC_124,01A09,BT112GF
C04,RT_BC_124,01A10,BT112GF
C04,RT_BC_124,01A11,BT112GF
C04,RT_BC_124,01A12,BT112GF
C04,RT_BC_124,01B01,BT112GF
C04,RT_BC_124,01B02,BT112GF
C04,RT_BC_124,01B03,BT112GF
C04,RT_BC_124,01B04,BT112GF
C04,RT_BC_124,01B05,BT112GF
C04,RT_BC_124,01B06,BT112GF
C04,RT_BC_124,01B07,BT112GF
C04,RT_BC_124,01B08,BT112GF
C04,RT_BC_124,01B09,BT112GF
C04,RT_BC_124,01B10,BT112GF
C04,RT_BC_124,01B11,BT112GF
C04,RT_BC_124,01B12,BT112GF
C04,RT_BC_124,01C01,BT112GF
C04,RT_BC_124,01C02,BT112GF
C04,RT_BC_124,01C03,BT112GF
C04,RT_BC_124,01C04,BT112GF
C04,RT_BC_124,01C05,BT112GF
C04,RT_BC_124,01C06,BT112GF
C04,RT_BC_124,01C07,BT112GF
C04,RT_BC_124,01C08,BT112GF
C04,RT_BC_124,01C09,BT112GF
C04,RT_BC_124,01C10,BT112GF
C04,RT_BC_124,01C11,BT112GF
C04,RT_BC_124,01C12,BT112GF
C04,RT_BC_124,01D01,BT112GF
C04,RT_BC_124,01D02,BT112GF
C04,RT_BC_124,01D03,BT112GF
C04,RT_BC_124,01D04,BT112GF
C04,RT_BC_124,01D05,BT112GF
C04,RT_BC_124,01D06,BT112GF
C04,RT_BC_124,01D07,BT112GF
C04,RT_BC_124,01D08,BT112GF
C04,RT_BC_124,01D09,BT112GF
C04,RT_BC_124,01D10,BT112GF
C04,RT_BC_124,01D11,BT112GF
C04,RT_BC_124,01D12,BT112GF
C04,RT_BC_124,01E01,BT112GF
C04,RT_BC_124,01E02,BT112GF
C04,RT_BC_124,01E03,BT112GF
C04,RT_BC_124,01E04,BT112GF
C04,RT_BC_124,01E05,BT112GF
